261	
	(0.02267180711,-0.03639121476)	(0.0405579492,0.01244521675)	(0.006495862625,0.04388774219)	(0.03336746408,-0.02789292468)	(0.04100762264,0.01553556175)
	(0.005473822623,0.0413607295)	(-0.01290259474,-0.04088202517)	(-0.04185806301,-0.005871358732)	(-0.03077743078,0.02828496485)	(-0.0446340428,0.001551557184)
	(-0.04450594319,-0.001796341223)	(-0.03094920818,-0.0314195016)	(0.002255091964,-0.04290377938)	(-0.009801134693,0.0434378518)	(0.0389164772,-0.01534479461)
	(0.03098410594,0.02693600121)	(0.008053251777,-0.04161782186)	(0.03302723385,0.02852724211)	(0.03986578297,-0.01576942209)	(-0.01261556206,0.03770383727)
	(-0.03090989002,-0.02738175354)	(-0.03893292089,0.00925885463)	(-0.02945087591,0.03415116807)	(-0.03788883207,0.02427967081)	(-0.04269715724,-0.01088481598)
	(-0.02423770079,-0.03591307124)	(0.0157754007,-0.03843588093)	(-0.02028564776,0.03965618503)	(0.01264168337,0.04194339289)	(0.02731876586,0.03272017753)
	(0.03881757235,0.01748493184)	(0.03729418001,0.01297226848)	(0.0374938727,-0.01305430037)	(0.01463547166,0.03553531752)	(0.005846211334,-0.04037433757)
	(0.03901507458,-0.01487835321)	(-0.0123775399,0.03362140316)	(-0.03366078692,0.01393464829)	(-0.03194347609,-0.02170895504)	(-0.01250207556,-0.03501207998)
	(0.02677706401,-0.02840643886)	(-0.006791518947,0.04495410535)	(-0.0248948588,0.03783876524)	(-0.04358301642,0.008639293605)	(-0.03047651845,-0.02996459346)
	(-0.002774504053,-0.04098686337)	(-0.0396133574,0.0213723674)	(-0.006169976965,0.04343097191)	(-0.03161770603,0.03143472865)	(0.01956314226,0.03730951559)
	(0.03765743445,0.01521097637)	(0.04010018993,-0.005709703593)	(0.03020573416,0.01985965525)	(0.03560735418,-0.005318420009)	(0.004733659467,0.03248537631)
	(0.01907874761,-0.0331748808)	(-0.02447571785,0.01654368089)	(-0.03075891872,-0.01201721252)	(-0.008897681522,-0.03163062367)	(0.01716416995,-0.03366439401)
	(0.01163429667,0.04432922905)	(-0.0197955504,0.04087324011)	(-0.0401572242,-0.0156543606)	(-0.04142323376,0.01608249435)	(-0.01648044763,-0.03689946964)
	(-0.04533817757,0.001969390189)	(-0.007375238843,0.0426850271)	(-0.03518055331,0.02740555684)	(0.0175833212,0.03725027773)	(0.03662549327,0.01241944405)
	(0.03361392243,-0.01556969992)	(0.02449623185,0.01816909014)	(0.03121318299,-0.009300843964)	(0.001486470912,0.02529183032)	(0.0129499662,-0.0295376045)
	(-0.01776740707,0.01062801795)	(-0.01950881764,-0.01565461103)	(0.009880483843,-0.03476827552)	(0.02560073303,-0.01620758964)	(0.01864980016,0.04219614306)
	(-0.01229432862,0.04398289904)	(-0.03318558252,0.03036638157)	(-0.04243993889,0.01180301824)	(-0.04031119408,-0.01351888539)	(-0.0230640762,-0.03246287017)
	(-0.04532530923,-0.005987303046)	(-0.0150868444,0.04058588677)	(-0.04056025047,0.019277083)	(0.03132273251,0.02166180888)	(0.008673346609,0.0401988703)
	(0.03189534184,-0.009300630118)	(0.02223652194,0.009029354536)	(0.001463842579,0.01550288021)	(0.004223355649,-0.0234661487)	(-0.01142261724,-0.00314401933)
	(0.003638608579,-0.03468032687)	(0.02095842522,-0.0186670053)	(-0.01141568906,0.04433996526)	(0.01839064588,0.04253496158)	(-0.03421107036,0.02922967342)
	(-0.02331831926,-0.03153197741)	(-0.04224567742,-0.006298921764)	(-0.04449125361,-0.01186037749)	(-0.04351968065,0.01273701934)	(-0.02367817751,0.03669233788)
	(0.02961988655,0.02186668247)	(0.003397060273,0.04108148593)	(0.02606006067,-0.01069335745)	(0.03181883754,0.009309809304)	(0.01841410368,0.0009494809121)
	(0.003377125109,0.006044808011)	(0.00267010699,-0.004796658615)	(0.00577871744,-0.01521540028)	(0.000310425569,-0.03420558913)	(0.01748016744,-0.01849306068)
	(-0.009731820302,0.04498363561)	(0.01590931344,0.04378012664)	(-0.0404926403,0.01860593397)	(-0.02216777069,0.0401176425)	(-0.03153698245,-0.02532425757)
	(-0.04366327453,0.001596939245)	(-0.04061030919,-0.02311724427)	(-0.04594873546,0.003382570868)	(-0.03418337241,0.02881631356)	(-0.01320963446,0.0408342902)
	(0.0189225451,0.03391522134)	(0.02489106016,-0.006699442786)	(0.03047979831,0.01574942681)	(0.0008165270058,0.04186827286)	(0.01341917647,-0.004295404275)
	(0.0134075538,-0.008582963805)	(0.0154585565,-0.010122891)	(0.005493928816,-0.03172944756)	(-0.01346559277,-0.03470172377)	(0.0156481727,-0.02015996116)
	(0.00471174035,0.0463617858)	(-0.02576708175,0.03810917594)	(-0.03277693677,-0.02481038243)	(-0.04104618653,0.01907196072)	(-0.04229918049,-0.01001355069)
	(-0.04440342687,-0.01561888602)	(-0.04383622137,0.01440602155)	(-0.02580591701,0.03643673696)	(0.0279573697,-0.003765629395)	(0.02180852843,0.03222209554)
	(0.0316143185,0.01061242402)	(0.0003609932637,0.04273133517)	(0.01745655134,-0.01457226363)	(0.02345390906,-0.01150368896)	(0.004934398276,-0.0336910916)
	(-0.0139258319,-0.03577393572)	(0.0147833988,-0.02800517407)	(0.006631403834,0.04670197639)	(-0.0275529644,0.03759956521)	(-0.001549215901,0.04748070487)
	(-0.03103908131,-0.02854799633)	(-0.04496808973,0.005350925991)	(-0.04721800675,-0.00283767895)	(-0.03908427831,0.0251020727)	(-0.01718069294,0.04181040651)
	(0.03409651566,-0.002415925657)	(0.03421704192,0.01144823446)	(0.007321597141,0.04252568367)	(0.02624869928,0.02949971051)	(0.02274111259,-0.02131373247)
	(0.03163405678,-0.01509610776)	(0.0140092379,-0.03460128296)	(-0.003823677904,-0.03867002439)	(0.004203492712,0.04787019384)	(-0.03210177542,0.03444126034)
	(-0.04593813134,0.004048045689)	(-0.01856640615,-0.03821070028)	(-0.03840912183,-0.02234581123)	(0.0393589382,-0.002891308353)	(-0.04721393799,0.007493907509)
	(-0.02781847368,0.03757852184)	(0.002830055048,0.04499928167)	(0.03587063485,0.01839903146)	(0.02395006271,0.03505023568)	(0.0400105502,0.01531323708)
	(0.02573572624,-0.02913501996)	(0.03682979514,-0.01858387343)	(0.002926786447,-0.04188210814)	(-0.02168539066,0.04290163716)	(-0.0435235275,0.01865373482)
	(-0.04411939324,-0.01418935229)	(-0.0253014232,-0.03699869907)	(-0.03251720705,0.03581242363)	(0.04398055107,-0.001059299816)	(-0.03597338873,0.03150471925)
	(-0.005184401407,0.0464174445)	(0.02512746313,0.03696625847)	(0.03772517106,0.02559281953)	(0.04309716728,-0.01652236647)	(0.03743544604,-0.0237793678)
	(0.02244643224,-0.03716737381)	(-0.003392352124,-0.04483182367)	(-0.04657094101,0.0112373662)	(-0.0454865359,-0.0139838111)	(-0.03024946674,-0.03552249865)
	(-0.0374619512,0.03137457745)	(0.04595804132,0.006779518618)	(-0.01142675797,0.04662142677)	(0.01717541739,0.04380434162)	(0.03547935906,0.03141771164)
	(0.04542616704,-0.01435880561)	(0.03171500251,-0.03545085058)	(0.02854346806,-0.0363324988)	(0.01056096971,-0.04495026612)	(-0.01232249495,-0.04569009716)
	(-0.04858799748,0.002005175152)	(-0.03763227038,-0.03017575124)	(-0.04106366677,0.02734515391)	(0.04518635146,0.016459554)	(0.01995084063,0.044201792)
	(0.04837614907,-0.005429578516)	(0.03423476586,-0.03460695714)	(0.01028774152,-0.04683978092)	(-0.01666287675,-0.04585998103)	(-0.04901514238,-0.004579814318)
	(-0.03986135202,-0.02875868639)	(-0.04564913679,0.01982034682)	(0.04406280834,0.02180390555)	(0.04652214547,-0.01641551867)	(-0.0365418993,-0.03363960118)
	(0.02853163587,-0.04062929934)	(0.01011948991,-0.04811523688)	(-0.01507049182,-0.04723333433)	(-0.04886818764,-0.01025338531)	(-0.03230812627,-0.03834827229)
	(-0.001240603198,-0.04997830705)	
